City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed
281,Pisco,PE,2021-05-14 19:39:43,-13.7,-76.2167,71.01,77,7,10.36
282,Zhigansk,RU,2021-05-14 19:39:44,66.7697,123.3711,38.52,67,95,13.27
283,Saint-Francois,FR,2021-05-14 19:39:44,46.4154,3.9054,53.6,66,0,3.44
284,Usinsk,RU,2021-05-14 19:39:44,65.9939,57.5281,48.56,72,99,14.67
285,Ukiah,US,2021-05-14 19:39:45,39.1502,-123.2078,80.6,29,1,4.61
286,Opuwo,NA,2021-05-14 19:39:45,-18.0607,13.84,64.65,35,4,2.66
287,Arvika,SE,2021-05-14 19:39:45,59.6553,12.5852,53.6,93,20,4.61
288,Cayenne,GF,2021-05-14 19:38:49,4.9333,-52.3333,84.2,74,75,3.44
289,Rayagada,IN,2021-05-14 19:39:46,19.1667,83.4167,80.13,77,98,3.65
290,Deputatskiy,RU,2021-05-14 19:39:46,69.3,139.9,19.99,94,100,2.98
291,George Town,MY,2021-05-14 19:39:02,5.4112,100.3354,81.0,94,40,4.61
292,Ontario,US,2021-05-14 19:37:44,34.0633,-117.6509,75.99,63,40,5.75
293,Muros,ES,2021-05-14 19:39:47,42.7762,-9.0603,62.01,76,100,15.03
294,Marzuq,YE,2021-05-14 19:39:47,14.4,46.4667,83.84,39,0,5.88
295,Mount Hagen,PG,2021-05-14 19:39:48,-5.8581,144.2274,58.69,96,94,2.15
296,Channel-Port Aux Basques,CA,2021-05-14 19:39:48,47.5702,-59.1367,42.67,72,36,15.19
297,San Roque,ES,2021-05-14 19:39:49,36.2107,-5.3842,71.6,56,5,20.71
298,Alofi,NU,2021-05-14 19:39:49,-19.0595,-169.9187,77.0,94,93,5.75
299,Saldanha,ZA,2021-05-14 19:39:49,-33.0117,17.9442,60.8,82,100,8.05
300,Te Anau,NZ,2021-05-14 19:39:50,-45.4167,167.7167,41.83,90,25,2.93
301,Kruisfontein,ZA,2021-05-14 19:39:50,-34.0033,24.7314,66.99,60,86,1.99
302,Springbok,ZA,2021-05-14 19:39:50,-29.6643,17.8865,57.06,42,0,5.17
303,Pareora,NZ,2021-05-14 19:39:51,-44.4871,171.2132,49.86,78,43,10.94
304,Haimen,CN,2021-05-14 19:39:51,23.1935,116.6142,78.8,89,20,2.24
305,Tommot,RU,2021-05-14 19:39:51,58.9564,126.2925,35.98,74,15,1.05
306,Catuday,PH,2021-05-14 19:39:52,16.2923,119.8062,81.48,70,93,12.33
307,Boulder,US,2021-05-14 19:34:53,40.0833,-105.3505,68.0,48,40,5.75
308,Sola,VU,2021-05-14 19:39:52,-13.8833,167.55,75.2,100,75,7.11
309,George,ZA,2021-05-14 19:39:52,-33.963,22.4617,57.2,82,0,3.44
310,Hobyo,SO,2021-05-14 19:39:53,5.3505,48.5268,81.82,79,1,24.7
311,Kaitangata,NZ,2021-05-14 19:39:53,-46.2817,169.8464,47.68,77,100,13.38
312,Fujieda,JP,2021-05-14 19:36:17,34.8667,138.2667,64.99,93,100,3.56
313,Hermiston,US,2021-05-14 19:39:54,45.8404,-119.2895,80.01,25,1,4.61
314,Russell,US,2021-05-14 19:39:54,32.3502,-85.1999,75.2,33,20,6.91
315,Taree,AU,2021-05-14 19:39:54,-31.9,152.4667,46.4,87,88,3.44
316,Guiratinga,BR,2021-05-14 19:39:55,-16.3494,-53.7583,85.06,40,97,1.99
317,Lerik,AZ,2021-05-14 19:39:55,38.7726,48.4128,64.4,100,90,6.91
318,Ancud,CL,2021-05-14 19:39:55,-41.8697,-73.8203,59.0,77,40,12.66
319,Alexandroupoli,GR,2021-05-14 19:39:56,40.8475,25.8744,62.6,72,0,4.61
320,Karabanovo,RU,2021-05-14 19:39:56,56.3167,38.7,55.47,96,100,8.57
321,Tura,IN,2021-05-14 19:39:56,25.5198,90.2201,69.71,92,2,5.61
322,Teguldet,RU,2021-05-14 19:39:57,57.3064,88.1667,40.23,68,75,6.67
323,Frontera,MX,2021-05-14 19:39:57,26.9333,-101.45,84.0,50,75,6.71
324,Shimabara,JP,2021-05-14 19:39:57,32.7833,130.3667,73.0,94,100,3.04
325,Bagotville,AU,2021-05-14 19:39:58,-28.9833,153.4167,51.8,93,38,5.95
326,Vila Velha,BR,2021-05-14 19:39:58,-20.3297,-40.2925,77.0,60,0,11.5
327,Sao Gabriel Da Cachoeira,BR,2021-05-14 19:39:58,-0.1303,-67.0892,87.8,70,20,10.36
328,Civitanova Marche,IT,2021-05-14 19:39:59,43.307,13.7206,57.99,86,100,3.0
329,Tecolutla,MX,2021-05-14 19:39:59,20.4833,-97.0167,80.6,69,75,11.5
330,Bira,RU,2021-05-14 19:39:59,49.0,132.4667,49.1,98,100,4.85
331,Sumedang,ID,2021-05-14 19:40:00,-6.8592,107.9207,73.0,90,98,1.01
332,Ludvika,SE,2021-05-14 19:40:00,60.1496,15.1878,48.99,87,20,4.61
333,San Quintin,MX,2021-05-14 19:40:00,30.4833,-115.95,65.48,62,0,14.23
334,Tongchuan,CN,2021-05-14 19:40:01,35.0806,109.0897,60.08,93,100,2.55
335,Quatre Cocos,MU,2021-05-14 19:40:01,-20.2078,57.7625,77.0,73,40,14.97
336,Monrovia,LR,2021-05-14 19:40:01,6.3005,-10.7969,80.6,89,75,6.29
337,Port Macquarie,AU,2021-05-14 19:40:02,-31.4333,152.9167,48.99,99,56,5.75
338,Taicheng,CN,2021-05-14 19:40:10,38.731,113.228,59.94,87,96,2.91
339,Bali,ID,2021-05-14 19:40:11,-8.5,115.0,80.6,89,20,11.5
340,Price,US,2021-05-14 19:40:11,39.5994,-110.8107,75.2,13,20,8.05
341,Massakory,TD,2021-05-14 19:40:12,12.996,15.7293,93.22,28,1,6.08
342,Alice Springs,AU,2021-05-14 19:40:12,-23.7,133.8833,46.4,81,0,5.75
343,Carolina,PR,2021-05-14 19:40:12,18.3808,-65.9574,87.8,62,40,18.41
344,Kaduna,NG,2021-05-14 19:40:13,10.5222,7.4383,73.6,72,100,7.65
345,Nouadhibou,MR,2021-05-14 19:40:13,20.931,-17.0347,69.8,73,100,24.16
346,Miraflores,MX,2021-05-14 19:40:13,19.2167,-98.8083,71.6,46,75,4.61
347,Tomaszow Lubelski,PL,2021-05-14 19:40:14,50.4477,23.4162,54.0,93,98,11.54
348,Maumere,ID,2021-05-14 19:40:14,-8.6199,122.2111,78.58,79,100,7.56
349,Panguna,PG,2021-05-14 19:40:14,-6.3164,155.4848,68.94,95,9,1.68
350,Port Augusta,AU,2021-05-14 19:40:15,-32.5,137.7667,53.6,82,90,5.75
351,Venado Tuerto,AR,2021-05-14 19:40:15,-33.7456,-61.9688,64.63,42,7,8.05
352,Cockburn Town,TC,2021-05-14 19:40:16,21.4612,-71.1419,79.88,76,10,13.02
353,Alexandria,EG,2021-05-14 19:38:55,31.2156,29.9553,71.6,64,0,5.75
354,Sarkand,KZ,2021-05-14 19:40:16,45.41,79.9186,45.52,67,84,5.3
355,Namibe,AO,2021-05-14 19:40:17,-15.1961,12.1522,77.09,68,0,6.06
356,Esperance,AU,2021-05-14 19:40:17,-33.8667,121.9,51.8,82,91,5.75
357,Santa Rosa,PH,2021-05-14 19:40:17,14.3122,121.1114,84.2,74,20,5.75
358,Badvel,IN,2021-05-14 19:40:17,14.75,79.05,84.51,74,100,10.13
359,Akyab,MM,2021-05-14 19:40:18,20.15,92.9,82.58,77,29,3.76
360,Ahipara,NZ,2021-05-14 19:40:18,-35.1667,173.1667,63.39,91,34,9.44
361,Okato,NZ,2021-05-14 19:40:18,-39.2,173.8833,59.0,94,58,8.01
362,Derbent,RU,2021-05-14 19:40:19,42.0678,48.2899,64.15,66,68,5.86
363,Pontianak,ID,2021-05-14 19:40:19,-0.0333,109.3333,78.8,100,75,1.14
364,Kandrian,PG,2021-05-14 19:40:19,-6.2167,149.55,77.31,90,13,4.76
365,Balkhash,KZ,2021-05-14 19:40:20,46.844,74.9804,57.87,56,6,10.36
366,Bambanglipuro,ID,2021-05-14 19:40:20,-7.95,110.2833,76.68,88,97,6.02
367,Cerkezkoy,TR,2021-05-14 19:36:21,41.285,28.0003,59.0,67,0,6.91
368,Pevek,RU,2021-05-14 19:40:21,69.7008,170.3133,20.88,90,36,3.87
369,Necochea,AR,2021-05-14 19:40:21,-38.5473,-58.7368,69.01,40,92,1.99
370,Warkworth,NZ,2021-05-14 19:40:22,-36.4,174.6667,63.0,98,65,7.0
371,Dandong,CN,2021-05-14 19:40:22,40.1292,124.3947,59.13,87,42,3.94
372,Wonthaggi,AU,2021-05-14 19:40:22,-38.6044,145.5913,48.0,86,100,27.54
373,Biak,ID,2021-05-14 19:40:23,-0.9131,122.8766,76.82,83,46,7.43
374,Kalmunai,LK,2021-05-14 19:40:23,7.4167,81.8167,81.72,80,100,4.7
375,Bang Saphan,TH,2021-05-14 19:40:23,11.2126,99.5117,79.59,84,87,2.75
376,Marawi,PH,2021-05-14 19:40:24,7.9986,124.2928,80.01,88,100,0.76
377,Sijunjung,ID,2021-05-14 19:40:24,-0.6876,100.9537,72.43,97,96,1.41
378,Altamont,US,2021-05-14 19:40:24,42.2068,-121.7372,73.0,28,1,3.13
379,Semey,KZ,2021-05-14 19:40:25,50.4111,80.2275,51.71,60,9,8.23
380,Kaohsiung,TW,2021-05-14 19:40:25,22.6163,120.3133,86.0,58,20,10.36
381,Vestmannaeyjar,IS,2021-05-14 19:40:25,63.4427,-20.2734,42.73,65,99,20.92
382,Staryy Nadym,RU,2021-05-14 19:40:26,65.6118,72.6842,33.66,73,100,15.23
383,Einsiedeln,CH,2021-05-14 19:40:26,47.1167,8.75,48.99,93,99,8.01
384,Meulaboh,ID,2021-05-14 19:40:26,4.1363,96.1285,76.33,90,96,3.31
385,Townsville,AU,2021-05-14 19:40:24,-19.25,146.8,69.8,94,5,6.91
386,Mitsamiouli,KM,2021-05-14 19:40:27,-11.3847,43.2844,80.73,69,49,8.28
387,Rio Gallegos,AR,2021-05-14 19:40:27,-51.6226,-69.2181,51.8,71,75,11.5
388,Severo-Kurilsk,RU,2021-05-14 19:40:27,50.6789,156.125,39.18,66,0,6.22
389,College,US,2021-05-14 19:40:28,64.8569,-147.8028,60.01,41,20,2.1
390,Kayerkan,RU,2021-05-14 19:40:28,69.3497,87.7602,12.72,99,88,5.12
391,Kimbe,PG,2021-05-14 19:40:28,-5.5502,150.1429,75.7,90,2,4.03
392,Kamiiso,JP,2021-05-14 19:40:29,41.8167,140.65,50.63,66,44,1.34
393,Kysyl-Syr,RU,2021-05-14 19:40:29,63.8986,122.7617,43.84,55,35,3.78
394,Pietarsaari,FI,2021-05-14 19:40:30,63.65,22.6833,42.8,93,96,2.3
395,Samfya,ZM,2021-05-14 19:40:30,-11.3649,29.5565,64.2,55,41,4.5
396,Kailua,US,2021-05-14 19:40:30,21.4022,-157.7394,80.6,73,40,12.66
397,Morden,CA,2021-05-14 19:40:31,49.1919,-98.1014,73.4,21,99,1.14
398,Luderitz,NA,2021-05-14 19:40:31,-26.6481,15.1594,66.31,53,0,1.88
399,Cidreira,BR,2021-05-14 19:40:32,-30.1811,-50.2056,61.3,64,100,4.61
400,Saint-Joseph,RE,2021-05-14 19:40:32,-21.3667,55.6167,71.6,68,0,8.05
401,San Antonio,US,2021-05-14 19:38:04,29.4241,-98.4936,84.0,53,40,6.91
402,Avera,US,2021-05-14 19:40:33,33.194,-82.5271,75.2,33,75,8.05
403,Ca Mau,VN,2021-05-14 19:36:16,9.1769,105.15,81.28,79,100,2.35
404,Salalah,OM,2021-05-14 19:40:33,17.0151,54.0924,84.2,84,40,2.3
405,Maltahohe,NA,2021-05-14 19:40:34,-24.8333,16.9833,62.71,28,0,11.92
406,Sioux Lookout,CA,2021-05-14 19:40:34,50.1001,-91.917,62.6,45,90,8.05
407,Camocim,BR,2021-05-14 19:36:06,-2.9022,-40.8411,75.92,88,100,14.65
408,Waipawa,NZ,2021-05-14 19:40:35,-41.4122,175.5153,60.8,88,75,19.57
409,Bilibino,RU,2021-05-14 19:40:35,68.0546,166.4372,23.41,90,100,1.74
410,Banda Aceh,ID,2021-05-14 19:37:12,5.5577,95.3222,80.47,80,95,3.78
411,Pinheiro,BR,2021-05-14 19:40:36,-2.5214,-45.0825,77.67,95,100,3.11
412,Belmonte,BR,2021-05-14 19:40:36,-15.8631,-38.8828,75.2,78,75,9.22
413,Tieli,CN,2021-05-14 19:40:36,46.95,128.05,54.0,94,100,9.8
414,Saint Anthony,US,2021-05-14 19:40:37,45.0205,-93.218,64.0,55,75,14.97
415,Moree,AU,2021-05-14 19:40:37,-29.4667,149.85,41.0,87,38,5.75
416,Warmbad,NA,2021-05-14 19:40:37,-28.45,18.7333,66.97,35,0,7.58
417,Codrington,AU,2021-05-14 19:40:38,-38.2667,141.9667,48.49,66,97,22.73
418,Zwedru,LR,2021-05-14 19:40:38,6.0667,-8.1281,75.18,96,95,3.87
419,Kenai,US,2021-05-14 19:40:38,60.5544,-151.2583,53.6,50,1,6.08
420,Yurginskoye,RU,2021-05-14 19:40:39,56.8189,67.3921,68.95,46,65,9.53
421,Nizwa,OM,2021-05-14 19:40:39,22.9333,57.5333,89.33,18,100,7.61
422,Merrill,US,2021-05-14 19:40:39,45.1805,-89.6835,68.0,26,75,12.66
423,Envira,BR,2021-05-14 19:40:40,-7.3,-70.2167,78.85,93,21,2.86
424,Sambava,MG,2021-05-14 19:40:40,-14.2667,50.1667,75.42,80,48,11.65
425,Beringovskiy,RU,2021-05-14 19:40:40,63.05,179.3167,32.0,96,100,14.09
426,Tingo Maria,PE,2021-05-14 19:40:41,-9.2895,-76.0088,86.0,58,20,8.05
427,Yumen,CN,2021-05-14 19:40:41,40.2833,97.2,55.11,21,100,4.47
428,Kutum,SD,2021-05-14 19:40:41,14.2,24.6667,82.44,15,6,7.81
429,Douglas,US,2021-05-14 19:40:42,41.3,-96.167,66.2,55,75,10.36
430,At-Bashi,KG,2021-05-14 19:40:42,41.1702,75.8106,42.19,55,78,4.85
431,Shahrud,IR,2021-05-14 19:40:42,36.4182,54.9763,63.3,49,95,7.02
432,Constitucion,CL,2021-05-14 19:35:56,-35.3333,-72.4167,61.97,66,100,11.7
433,Tateyama,JP,2021-05-14 19:40:43,34.9833,139.8667,64.0,92,100,5.73
434,Pilani,IN,2021-05-14 19:40:43,28.3684,75.6041,87.03,27,93,3.96
435,Saint-Augustin,CA,2021-05-14 19:40:44,51.226,-58.6502,48.27,57,99,10.29
436,Kapoeta,SS,2021-05-14 19:40:44,4.7717,33.5903,80.42,54,0,10.38
437,Puerto Madero,MX,2021-05-14 19:40:44,14.7208,-92.4215,89.6,70,40,8.05
438,Omsukchan,RU,2021-05-14 19:40:45,62.5333,155.8,23.41,89,86,3.69
439,Olinda,BR,2021-05-14 19:40:45,-8.0089,-34.8553,78.8,78,75,8.05
440,Adelaide,AU,2021-05-14 19:40:45,-34.9333,138.6,57.99,72,75,17.27
441,Lorengau,PG,2021-05-14 19:40:46,-2.0226,147.2712,81.32,81,46,8.63
442,Yulara,AU,2021-05-14 19:40:46,-25.2406,130.9889,50.0,76,0,6.91
443,Tambopata,PE,2021-05-14 19:40:46,-12.7333,-69.1833,78.8,73,75,3.44
444,Tshela,CD,2021-05-14 19:40:47,-4.9833,12.9333,75.13,94,87,1.03
445,New Richmond,US,2021-05-14 19:40:47,45.123,-92.5366,66.2,27,90,21.85
446,Dunedin,NZ,2021-05-14 19:40:47,-45.8742,170.5036,50.0,62,100,35.01
447,Port Hedland,AU,2021-05-14 19:38:18,-20.3167,118.5667,64.4,52,0,9.22
448,Itaueira,BR,2021-05-14 19:40:48,-7.6033,-43.0256,87.46,43,99,10.09
449,Lasa,IT,2021-05-14 19:40:48,46.6166,10.7002,57.2,76,40,8.05
450,La Macarena,CO,2021-05-14 19:40:48,2.1837,-73.7849,82.51,74,98,3.78
451,Hasaki,JP,2021-05-14 19:39:00,35.7333,140.8333,62.6,94,40,5.75
452,Mabaruma,GY,2021-05-14 19:40:49,8.2,-59.7833,82.4,70,67,7.74
453,Akdepe,TM,2021-05-14 19:40:49,42.0551,59.3788,71.6,33,0,11.5
454,Jalu,LY,2021-05-14 19:40:50,29.0331,21.5482,86.99,17,17,10.83
455,Guerrero Negro,MX,2021-05-14 19:40:50,27.9769,-114.0611,69.6,54,0,15.95
456,Roald,NO,2021-05-14 19:40:50,62.5833,6.1333,48.0,93,20,16.11
457,Maxixe,MZ,2021-05-14 19:38:12,-23.8597,35.3472,69.8,88,20,5.75
458,Heihe,CN,2021-05-14 19:40:51,50.2441,127.4902,42.8,93,20,4.47
459,Port-De-Bouc,FR,2021-05-14 19:40:51,43.4,4.9833,64.4,55,0,10.36
460,Qeshm,IR,2021-05-14 19:40:51,26.9581,56.2719,87.8,51,20,2.59
461,Guilin,CN,2021-05-14 19:40:52,25.2819,110.2864,80.6,78,75,15.66
462,Ostersund,SE,2021-05-14 19:40:52,63.1792,14.6357,51.8,82,75,3.44
463,Kharitonovo,RU,2021-05-14 19:40:52,61.4009,47.4978,58.62,67,31,3.87
464,Tual,ID,2021-05-14 19:40:53,-5.6667,132.75,82.94,78,43,20.58
465,Baiao,BR,2021-05-14 19:40:53,-2.7906,-49.6717,80.74,88,94,1.14
466,Mawlaik,MM,2021-05-14 19:40:53,23.6333,94.4167,76.39,65,48,2.68
467,Nedryhayliv,UA,2021-05-14 19:40:54,50.834,33.8763,55.65,90,13,7.76
468,Atar,MR,2021-05-14 19:40:54,20.5169,-13.0499,86.34,12,5,10.56
469,Juegang,CN,2021-05-14 19:37:16,32.3174,121.1855,70.92,97,98,9.71
470,Fauske,NO,2021-05-14 19:40:54,67.2588,15.3918,48.0,72,97,8.01
471,Tefe,BR,2021-05-14 19:40:55,-3.3542,-64.7114,77.0,100,75,5.75
472,Letterkenny,IE,2021-05-14 19:40:55,54.95,-7.7333,51.8,82,75,12.66
473,Marrakesh,MA,2021-05-14 19:38:31,31.6315,-8.0083,84.2,39,40,11.5
474,San Onofre,CO,2021-05-14 19:40:56,9.7359,-75.5263,85.24,74,97,11.25
475,Eyl,SO,2021-05-14 19:40:56,7.9803,49.8164,82.94,79,66,21.99
476,Orange,US,2021-05-14 19:39:21,33.7,-117.7675,75.0,49,20,10.36
477,Tahoua,NE,2021-05-14 19:40:56,14.8888,5.2692,91.4,24,80,9.19
478,Maiduguri,NG,2021-05-14 19:40:57,11.8464,13.1603,88.23,41,85,11.34
479,Kovdor,RU,2021-05-14 19:40:57,67.5662,30.4758,35.71,91,100,5.08
480,Cap Malheureux,MU,2021-05-14 19:40:57,-19.9842,57.6142,73.99,82,30,5.01
481,Shaunavon,CA,2021-05-14 19:40:58,49.6501,-108.4181,59.0,41,96,10.36
482,Flinders,AU,2021-05-14 19:40:58,-34.5833,150.8552,54.0,64,98,4.0
483,Baherden,TM,2021-05-14 19:40:58,38.4362,57.4316,76.3,15,0,1.36
484,Prince Rupert,CA,2021-05-14 19:37:02,54.3161,-130.3201,50.0,71,90,4.61
485,Namtsy,RU,2021-05-14 19:40:59,62.7161,129.6658,28.4,64,0,2.24
486,Phulabani,IN,2021-05-14 19:40:59,20.4667,84.2333,80.51,60,18,4.65
487,Pringsewu,ID,2021-05-14 19:41:00,-5.3582,104.9744,74.62,96,90,1.57
488,San Mateo Del Mar,MX,2021-05-14 19:41:00,16.2,-95.0,88.2,58,100,32.12
489,Tupiza,BO,2021-05-14 19:41:00,-21.45,-65.7167,66.56,10,0,5.44
490,Awjilah,LY,2021-05-14 19:41:00,29.1081,21.2869,86.14,19,38,10.63
491,Manati,PR,2021-05-14 19:41:01,18.4275,-66.4921,86.0,75,54,5.01
492,Vao,NC,2021-05-14 19:41:01,-22.6667,167.4833,76.19,77,1,16.69
493,Lolodorf,CM,2021-05-14 19:41:01,3.2333,10.7333,71.49,97,100,1.28
494,Aizkraukle,LV,2021-05-14 19:41:02,56.6048,25.2553,54.0,95,53,5.01
495,Emirdag,TR,2021-05-14 19:41:02,39.0197,31.15,60.6,45,1,5.59
496,Havoysund,NO,2021-05-14 19:41:02,70.9963,24.6622,35.6,60,75,9.22
497,Westport,US,2021-05-14 19:41:03,41.1415,-73.3579,75.0,23,1,12.66
498,Komsomolskiy,UZ,2021-05-14 19:41:03,40.4272,71.7189,66.2,48,0,4.61
499,Coahuayana,MX,2021-05-14 19:41:03,18.7333,-103.6833,78.8,69,75,8.05
500,Lewisville,US,2021-05-14 19:41:04,33.0462,-96.9942,79.0,46,40,8.05
501,Vaitape,PF,2021-05-14 19:41:04,-16.5167,-151.75,81.18,78,100,20.09
502,Lata,PT,2021-05-14 19:41:05,40.1629,-8.3327,62.01,77,40,5.75
503,Bereda,ES,2021-05-14 19:41:05,43.2686,-7.5406,57.99,89,100,11.99
504,Srednekolymsk,RU,2021-05-14 19:41:05,67.45,153.6833,27.95,87,100,1.5
505,Praia Da Vitoria,PT,2021-05-14 19:41:06,38.7333,-27.0667,73.4,68,20,12.33
506,Oranjemund,NA,2021-05-14 19:41:06,-28.55,16.4333,61.84,71,0,6.58
507,Marsa Matruh,EG,2021-05-14 19:37:07,31.3525,27.2453,69.8,78,0,6.91
508,Porto Walter,BR,2021-05-14 19:41:06,-8.2686,-72.7439,79.43,79,100,1.79
509,San Juan,AR,2021-05-14 19:41:07,-31.5375,-68.5364,42.01,28,0,15.01
510,Dongzhen,CN,2021-05-14 19:41:07,22.3797,110.9389,76.62,92,4,4.65
511,North Myrtle Beach,US,2021-05-14 19:37:00,33.816,-78.68,73.4,23,1,6.91
512,Olga,RU,2021-05-14 19:41:08,43.7444,135.2892,51.1,78,100,5.19
513,Merauke,ID,2021-05-14 19:41:08,-8.4667,140.3333,79.02,85,62,12.01
514,Mengcheng,CN,2021-05-14 19:41:08,33.2579,116.5655,68.95,98,100,6.11
515,Morant Bay,JM,2021-05-14 19:41:09,17.8815,-76.4093,86.0,70,75,16.11
516,Aykhal,RU,2021-05-14 19:41:09,66.0,111.5,36.36,97,100,13.0
517,Newton,US,2021-05-14 19:37:31,42.337,-71.2092,75.2,23,72,6.91
518,Rancho Palos Verdes,US,2021-05-14 19:36:24,33.7445,-118.387,69.01,77,60,7.0
519,Raga,SS,2021-05-14 19:41:09,8.4596,25.678,78.17,69,81,5.55
520,Viransehir,TR,2021-05-14 19:41:10,37.2353,39.7631,73.26,20,0,6.93
521,Sorata,BO,2021-05-14 19:41:10,-15.7667,-68.6333,51.57,77,39,7.99
522,Thaba Nchu,ZA,2021-05-14 19:41:11,-29.2093,26.839,53.6,43,0,3.44
523,San Alberto,CO,2021-05-14 19:41:11,7.7611,-73.3922,90.63,60,69,3.36
524,Chanute,US,2021-05-14 19:41:11,37.6792,-95.4572,73.4,46,1,17.27
525,Flin Flon,CA,2021-05-14 19:41:12,54.7682,-101.865,53.6,47,90,9.22
526,Kalmar,SE,2021-05-14 19:41:12,56.6616,16.3616,52.0,93,100,3.44
527,Xining,CN,2021-05-14 19:40:27,36.6167,101.7667,40.6,96,100,0.54
528,Vostok,RU,2021-05-14 19:41:12,46.4856,135.8833,48.07,70,100,4.99
529,Goderich,CA,2021-05-14 19:41:13,43.7501,-81.7165,55.4,58,14,6.91
530,Bajil,YE,2021-05-14 19:41:13,15.0584,43.2851,89.11,54,18,7.94
531,Glyadyanskoye,RU,2021-05-14 19:41:13,54.9075,65.0883,67.82,43,3,8.34
532,Marquette,US,2021-05-14 19:41:14,46.5333,-87.6335,64.99,33,75,4.61
533,Itajuba,BR,2021-05-14 19:41:14,-22.4256,-45.4528,71.6,64,75,3.44
534,Kathmandu,NP,2021-05-14 19:36:50,27.7167,85.3167,62.6,88,75,2.3
535,Zapolyarnyy,RU,2021-05-14 19:41:14,69.4154,30.8136,33.8,86,75,12.66
536,Nagato,JP,2021-05-14 19:41:15,34.3833,131.2,66.2,88,75,8.05
537,Fredericksburg,US,2021-05-14 19:41:15,38.3032,-77.4605,71.01,24,90,9.22
538,Rawson,AR,2021-05-14 19:41:15,-43.3002,-65.1023,62.2,40,5,2.64
539,Champerico,GT,2021-05-14 19:41:16,14.3,-91.9167,91.4,58,40,6.91
540,Vesoul,FR,2021-05-14 19:41:16,47.5833,5.8333,53.6,87,75,2.3
541,Comodoro Rivadavia,AR,2021-05-14 19:37:36,-45.8667,-67.5,55.4,82,40,4.61
542,Isangel,VU,2021-05-14 19:41:17,-19.55,169.2667,77.38,86,7,1.28
543,Tianpeng,CN,2021-05-14 19:41:17,30.9866,103.9393,71.6,94,20,2.24
544,Portland,US,2021-05-14 19:40:34,45.5234,-122.6762,77.0,46,20,8.05
545,Kulhudhuffushi,MV,2021-05-14 19:41:17,6.6221,73.07,83.61,77,100,34.38
546,Mizan Teferi,ET,2021-05-14 19:41:18,6.9833,35.5833,61.79,97,82,2.39
547,Khash,IR,2021-05-14 19:41:18,28.2211,61.2158,72.07,12,6,3.62
548,Turukhansk,RU,2021-05-14 19:41:19,65.8167,87.9833,28.33,96,100,8.41
549,Williston,US,2021-05-14 19:41:11,48.147,-103.618,68.0,32,100,3.0
550,Manokwari,ID,2021-05-14 19:41:19,-0.8667,134.0833,79.09,77,26,3.47
551,Hudson Bay,CA,2021-05-14 19:41:19,52.85,-102.3842,66.54,37,100,1.05
552,La Trinidad,PH,2021-05-14 19:41:20,16.455,120.5875,63.77,75,24,4.21
553,Zhezkazgan,KZ,2021-05-14 19:41:20,47.8043,67.7144,57.22,42,2,9.73
554,Bud,US,2021-05-14 19:41:20,39.447,-86.1758,68.0,24,40,4.27
555,Vargem Grande,BR,2021-05-14 19:41:21,-3.5431,-43.9158,78.89,92,68,2.48
556,San Rafael Del Sur,NI,2021-05-14 19:41:21,11.8485,-86.4384,93.2,43,40,13.8
557,Oblivskaya,RU,2021-05-14 19:41:21,48.5362,42.5014,65.48,83,13,12.33
558,Mugango,TZ,2021-05-14 19:41:22,-1.6833,33.7,66.92,90,8,4.85
559,Ulcinj,ME,2021-05-14 19:41:22,41.9294,19.2244,62.6,82,75,6.91
560,Guararapes,BR,2021-05-14 19:41:23,-21.2608,-50.6428,81.93,34,53,4.18
561,Pacific Grove,US,2021-05-14 19:41:23,36.6177,-121.9166,55.0,89,46,4.0
